#EEP,M/Mo,LogTeff,LogG,LogL/Lo,Gaia_G,Gaia_BP,Gaia_RP
101,2.319419,4.0944,3.9223,2.242,-0.1487,-0.214,-0.058
102,2.306916,4.0921,3.9381,2.2139,-0.0903,-0.1556,-0.0017
103,2.307207,4.0915,3.9381,2.2088,-0.0855,-0.1503,0.0038
104,2.293709,4.0901,3.9597,2.1776,-0.015,-0.0793,0.0733
105,2.280528,4.0888,3.9837,2.1458,0.0588,-0.0051,0.1469
106,2.269454,4.0885,4.0061,2.1191,0.1221,0.0581,0.2103
107,2.261361,4.0885,4.0214,2.1002,0.168,0.1036,0.2564
108,2.256666,4.0886,4.032,2.0897,0.1968,0.1324,0.2846
109,2.254461,4.0893,4.0391,2.085,0.213,0.1485,0.3011
110,2.254102,4.0913,4.0447,2.0852,0.2236,0.1587,0.3114
111,2.254536,4.0935,4.0524,2.0876,0.2335,0.1683,0.3224
112,2.254588,4.0938,4.0535,2.0879,0.235,0.1695,0.3236
113,2.254644,4.0942,4.0548,2.0879,0.2365,0.1718,0.3251
114,2.254712,4.0946,4.0555,2.0883,0.2385,0.1726,0.327
115,2.254792,4.0954,4.0571,2.0887,0.24,0.1744,0.3279
116,2.25487,4.0954,4.0576,2.0887,0.2408,0.1754,0.3291
117,2.254966,4.0959,4.0587,2.0892,0.2431,0.1779,0.3313
118,2.25506,4.0959,4.0602,2.0897,0.2454,0.1794,0.3331
119,2.255162,4.096,4.0601,2.0893,0.2464,0.1806,0.3337
120,2.255268,4.0966,4.0615,2.0899,0.2485,0.1833,0.3359
121,2.255378,4.0968,4.0625,2.0901,0.2507,0.1856,0.3381
122,2.255478,4.097,4.0632,2.0903,0.2525,0.1875,0.3391
123,2.255582,4.0977,4.065,2.091,0.2554,0.19,0.3412
124,2.255673,4.0976,4.0652,2.0905,0.257,0.1921,0.3431
125,2.255754,4.0976,4.066,2.0909,0.2592,0.1943,0.3442
126,2.255831,4.0985,4.0671,2.0915,0.2613,0.1968,0.3462
127,2.255881,4.0982,4.068,2.0912,0.2635,0.1989,0.3478
128,2.255942,4.0989,4.0687,2.0919,0.2659,0.2016,0.3494
129,2.256021,4.0988,4.0692,2.0911,0.269,0.2049,0.3517
130,2.256108,4.0993,4.07,2.0908,0.2719,0.208,0.3542
131,2.256208,4.0994,4.0711,2.0902,0.2754,0.2116,0.3566
132,2.256323,4.0988,4.0722,2.0898,0.2791,0.2145,0.3593
133,2.256471,4.0996,4.0735,2.0896,0.2826,0.2193,0.3632
134,2.256674,4.0997,4.0751,2.0888,0.2875,0.2238,0.3672
135,2.256865,4.1003,4.0773,2.0883,0.2924,0.228,0.3722
136,2.257046,4.1015,4.0823,2.0888,0.298,0.234,0.3788
137,2.257247,4.1026,4.0881,2.0891,0.3074,0.2424,0.3878
138,2.257461,4.1047,4.0951,2.0901,0.3164,0.2513,0.3979
139,2.257657,4.106,4.0995,2.0913,0.3231,0.2569,0.4052
140,2.25784,4.1086,4.106,2.0918,0.3324,0.2652,0.415
141,2.257972,4.1106,4.1144,2.0933,0.3416,0.2738,0.4256
142,2.258086,4.1125,4.1216,2.0957,0.3495,0.2807,0.4339
143,2.258002,4.117,4.1324,2.1007,0.361,0.2904,0.4479
144,2.258063,4.1285,4.1545,2.1257,0.3609,0.2842,0.4546
145,2.25818,4.1432,4.1794,2.1599,0.3555,0.2715,0.4592
146,2.258469,4.1627,4.2207,2.1961,0.3665,0.273,0.4835
147,2.258745,4.1725,4.2712,2.1856,0.4451,0.3463,0.5693
148,2.258895,4.171,4.2944,2.156,0.5111,0.4128,0.6344
149,2.25901,4.1672,4.3107,2.1253,0.5665,0.4697,0.6874
150,2.259149,4.163,4.3207,2.0973,0.6074,0.5131,0.7275
151,2.259342,4.1546,4.3133,2.072,0.6239,0.5332,0.7392
152,2.259498,4.1496,4.3038,2.0596,0.6246,0.5374,0.7368
153,2.259631,4.1442,4.2908,2.0529,0.6168,0.5314,0.7248
154,2.259707,4.1415,4.2752,2.0574,0.5914,0.5077,0.6973
155,2.259692,4.1422,4.2695,2.0652,0.5733,0.4895,0.6799
156,2.259603,4.1437,4.2671,2.0742,0.5568,0.472,0.666
157,2.259443,4.1457,4.2643,2.0853,0.5374,0.4507,0.6487
158,2.259244,4.1476,4.2595,2.0951,0.5147,0.4279,0.6281
159,2.259033,4.1467,4.2478,2.1055,0.4844,0.3974,0.5984
160,2.258837,4.1449,4.2305,2.1156,0.4461,0.36,0.5602
161,2.258681,4.1422,4.208,2.1263,0.4036,0.3184,0.5155
